oil_gas,district,lease_no,gas_mcf_d,oil_bbl_d,window,months_present
O,10,63154,427.19,209.64,202512-202605,6
O,10,63215,673.67,454.35,202512-202605,6
O,10,63286,770.42,300.97,202512-202605,6
O,10,63287,407.73,97.9,202512-202605,6
O,10,63314,279.07,169.48,202512-202605,6
O,10,63333,504.66,134.43,202512-202605,6
O,10,63368,430.19,248.93,202512-202605,6
O,10,63434,280.97,240.6,202512-202605,6
O,10,63499,342.76,303.15,202512-202605,6
O,10,63568,568.23,338.31,202512-202605,6
O,10,63575,194.03,180.74,202512-202605,6
O,09,14263,0.0,0.0,202512-202605,6
O,09,15031,0.0,0.0,202512-202605,6
O,09,15267,0.0,0.0,202512-202605,6
O,09,15478,0.0,0.0,202512-202605,6
O,09,16336,2.77,5.01,202512-202605,6
O,09,16520,2259.92,116.88,202512-202605,6
O,09,17628,7.14,0.7,202512-202605,6
O,09,17880,0.0,0.0,202512-202605,6
O,09,18172,0.0,0.0,202512-202605,6
O,09,18444,0.0,0.0,202512-202605,6
O,09,18445,0.0,0.0,202512-202605,6
O,09,18929,5526.39,2428.33,202512-202605,6
O,09,19118,251.02,8.03,202512-202605,6
O,09,19203,49.31,13.14,202512-202605,6
O,10,63579,476.41,195.26,202512-202605,6
O,10,63611,487.86,201.86,202512-202605,6
O,10,63635,367.73,223.57,202512-202605,6
O,10,63644,1132.82,340.76,202512-202605,6
O,10,63707,311.15,167.77,202512-202605,6
O,10,63822,361.93,242.4,202512-202605,6
O,10,63964,317.71,267.31,202512-202605,6
O,10,64241,687.75,423.85,202512-202605,6
O,10,64399,0.0,0.0,202512-202605,6
O,10,64609,0.0,0.0,202512-202605,6
O,10,64681,0.0,0.0,202512-202605,6
O,10,64686,0.0,0.0,202512-202605,6
O,09,19222,233.5,12.46,202512-202605,6
O,09,19416,10.81,2.08,202512-202605,6
O,09,19486,195.32,12.04,202512-202605,6
O,09,19570,922.53,6.81,202512-202605,6
O,09,19589,98.51,11.01,202512-202605,6
O,09,19614,2.31,1.71,202512-202605,6
O,09,19732,113.0,3.38,202512-202605,6
O,09,19768,77.88,9.14,202512-202605,6
O,09,19806,105.71,2.38,202512-202605,6
O,09,19937,0.0,0.0,202512-202605,6
O,09,20073,390.45,24.33,202512-202605,6
O,09,20199,442.28,13.65,202512-202605,6
O,09,20247,542.93,11.92,202512-202605,6
O,09,20382,141.58,5.19,202512-202605,6
O,09,20391,51.41,9.05,202512-202605,6
O,09,20422,199.13,30.45,202512-202605,6
O,09,21054,193.1,21.19,202512-202605,6
O,09,21058,249.7,19.1,202512-202605,6
O,09,21116,89.25,8.5,202512-202605,6
O,09,21125,125.3,9.38,202512-202605,6
O,09,21134,598.7,12.82,202512-202605,6
O,09,21135,77.52,5.93,202512-202605,6
O,09,21142,775.41,31.31,202512-202605,6
O,09,21277,347.39,13.52,202512-202605,6
O,09,21350,30.76,35.37,202512-202605,6
O,09,21375,510.82,25.58,202512-202605,6
O,09,21458,193.67,12.39,202512-202605,6
O,10,05875,0.0,0.0,202512-202605,6
O,10,07216,0.0,0.0,202512-202605,6
O,10,21330,0.0,0.0,202512-202605,3
O,10,25231,0.0,0.0,202512-202605,6
O,10,25848,1.39,1.16,202512-202605,6
O,10,26418,80.88,6.79,202512-202605,6
O,10,29691,0.0,0.0,202512-202605,6
O,10,30025,0.0,1.04,202512-202605,6
O,10,30109,2.09,0.02,202512-202605,6
O,09,21509,258.68,6.88,202512-202605,6
O,09,21583,384.68,10.15,202512-202605,6
O,09,22390,135.69,22.02,202512-202605,6
O,09,22422,338.38,39.24,202512-202605,6
O,09,22476,99.43,63.18,202512-202605,6
O,09,22478,139.52,67.4,202512-202605,6
O,09,22573,305.01,82.52,202512-202605,6
O,09,22908,950.01,115.01,202512-202605,6
O,09,23236,610.44,387.14,202512-202605,6
O,09,23252,0.0,0.0,202512-202605,6
O,09,23290,234.68,277.07,202512-202605,6
O,09,23384,0.0,0.0,202512-202605,6
O,10,20815,0.0,0.35,202512-202605,6
O,10,27089,0.0,0.0,202512-202605,6
O,10,34743,0.0,0.0,202512-202605,6
O,10,34903,0.0,0.0,202512-202605,6
O,10,34981,0.0,0.0,202512-202605,6
O,10,35305,0.0,0.0,202512-202605,6
O,10,40245,292.9,70.79,202512-202605,6
O,10,46767,0.0,0.0,202512-202605,6
O,10,48488,385.84,66.93,202512-202605,6
O,10,51489,0.0,0.0,202512-202605,6
O,10,52503,41.45,13.68,202512-202605,6
O,10,53281,84.25,10.05,202512-202605,6
O,10,54814,297.47,98.97,202512-202605,6
O,10,54851,503.29,132.9,202512-202605,6
O,10,63202,580.07,207.05,202512-202605,6
O,10,38054,0.0,1.0,202512-202605,6
O,10,41880,10.79,2.41,202512-202605,6
O,10,45591,0.0,0.0,202512-202605,6
O,10,45785,0.0,0.0,202512-202605,6
O,10,46865,0.0,0.0,202512-202605,6
O,10,48704,0.0,0.0,202512-202605,6
O,10,48947,0.0,0.0,202512-202605,6
O,10,51827,0.0,0.0,202512-202605,6
O,10,52496,0.0,0.0,202512-202605,6
O,10,53922,353.94,69.73,202512-202605,6
O,10,54613,284.71,32.96,202512-202605,6
O,09,05640,2.15,1.17,202512-202605,6
O,10,04133,0.0,0.0,202512-202605,6
O,10,04696,0.0,0.0,202512-202605,6
O,10,04737,0.0,0.0,202512-202605,6
O,10,20810,0.0,0.0,202512-202605,6
O,10,21801,0.0,0.0,202512-202605,6
O,10,23334,0.0,0.0,202512-202605,6
O,10,24297,0.0,1.74,202512-202605,6
O,10,26422,0.0,0.0,202512-202605,6
O,10,27136,0.0,0.0,202512-202605,6
O,10,27465,0.0,2.96,202512-202605,6
O,10,07208,0.0,0.0,202512-202605,6
O,10,22602,0.0,0.0,202512-202605,6
O,10,23762,0.0,0.0,202512-202605,6
O,10,26359,0.0,0.0,202512-202605,6
O,10,27462,0.0,0.0,202512-202605,6
O,10,27540,139.2,49.52,202512-202605,6
O,10,30438,0.0,0.0,202512-202605,6
O,10,31658,0.0,0.0,202512-202605,6
O,10,32272,0.0,2.25,202512-202605,6
O,10,32569,0.0,2.68,202512-202605,6
O,10,34093,283.72,105.2,202512-202605,6
O,10,30822,0.0,0.02,202512-202605,6
O,10,38480,0.0,0.5,202512-202605,6
O,10,42608,0.0,0.0,202512-202605,6
O,10,42633,0.0,0.0,202512-202605,6
O,10,44116,0.0,0.0,202512-202605,6
O,10,46517,0.0,0.0,202512-202605,6
O,10,46872,0.0,0.0,202512-202605,6
O,10,51239,52.33,1.81,202512-202605,6
O,09,01695,34.15,3.11,202512-202605,6
O,09,01779,0.0,0.0,202512-202605,6
O,09,09159,0.0,0.0,202512-202605,6
O,09,10398,0.0,0.0,202512-202605,6
O,09,10402,0.0,0.0,202512-202605,6
O,09,10779,0.0,0.0,202512-202605,6
O,10,04683,0.0,0.0,202512-202605,6
O,10,04768,0.0,0.0,202512-202605,6
O,10,34430,0.0,0.0,202512-202605,6
O,10,38005,0.0,0.0,202512-202605,6
O,10,40306,0.0,0.0,202512-202605,6
O,10,42557,0.0,0.0,202512-202605,6
O,10,42738,0.0,0.0,202512-202605,6
O,10,42755,0.0,0.0,202512-202605,6
O,10,46726,0.0,0.0,202512-202605,6
O,10,48982,0.0,0.0,202512-202605,6
O,10,49223,18.98,26.93,202512-202605,6
O,10,49937,150.77,26.11,202512-202605,6
O,10,50245,3447.5,758.62,202512-202605,6
O,10,52371,365.41,43.44,202512-202605,6
O,10,58139,331.05,31.97,202512-202605,6
O,10,58220,40.87,14.65,202512-202605,6
O,10,59904,0.0,0.0,202512-202605,6
O,09,13533,0.0,0.26,202512-202605,6
O,09,14138,0.0,0.08,202512-202605,6
O,09,15028,0.0,0.0,202512-202605,6
O,09,15161,0.0,12.81,202512-202605,6
O,09,15952,0.0,0.0,202512-202605,6
O,09,16375,7.17,1.6,202512-202605,6
O,09,16791,2696.36,72.77,202512-202605,6
O,09,16900,106.55,49.59,202512-202605,6
O,09,16994,0.0,0.0,202512-202605,6
O,09,17944,29.86,11.68,202512-202605,6
O,09,18163,0.0,0.0,202512-202605,6
O,09,18446,2.55,0.09,202512-202605,6
O,09,19204,34.38,7.14,202512-202605,6
O,10,16888,0.0,0.0,202512-202605,6
O,10,20720,0.0,0.0,202512-202605,6
O,10,24606,0.0,0.04,202512-202605,6
O,10,26174,0.0,0.0,202512-202605,6
O,10,27806,0.0,0.0,202512-202605,6
O,10,31610,0.0,0.0,202512-202605,6
O,10,31659,0.0,0.0,202512-202605,6
O,10,31892,0.0,0.0,202512-202605,6
O,10,32049,0.0,0.0,202512-202605,6
O,10,33344,11.11,6.03,202512-202605,6
O,10,36569,0.0,0.0,202512-202605,6
O,10,43184,0.0,0.0,202512-202605,6
O,10,47906,0.0,0.0,202512-202605,6
O,10,52236,0.0,0.0,202512-202605,6
O,09,19268,53.66,2.4,202512-202605,6
O,09,19305,125.84,17.98,202512-202605,6
O,09,19415,108.69,40.68,202512-202605,6
O,09,19462,462.8,10.05,202512-202605,6
O,09,19576,0.0,0.0,202512-202605,6
O,09,19592,136.62,0.22,202512-202605,6
O,09,19750,186.96,10.65,202512-202605,6
O,09,19754,55.91,6.77,202512-202605,6
O,09,19763,75.22,29.47,202512-202605,6
O,09,20064,211.52,5.58,202512-202605,6
O,09,20229,379.14,9.51,202512-202605,6
O,09,20230,279.42,23.65,202512-202605,6
O,09,20238,568.0,12.03,202512-202605,6
O,09,20250,127.15,8.69,202512-202605,6
O,10,14549,0.0,0.0,202512-202605,6
O,10,24263,0.0,0.0,202512-202605,6
O,10,25490,0.0,0.0,202512-202605,6
O,10,25757,0.0,0.0,202512-202605,6
O,10,53407,0.0,3.73,202512-202605,6
O,10,53699,450.91,75.13,202512-202605,6
O,10,53919,0.0,0.0,202512-202605,2
O,10,54816,186.37,17.97,202512-202605,6
O,10,54842,0.0,0.0,202512-202605,6
O,10,54853,16.86,5.21,202512-202605,6
O,10,58085,182.09,25.52,202512-202605,6
O,10,58332,92.82,17.69,202512-202605,6
O,10,59439,0.0,0.0,202512-202605,6
O,10,08756,0.0,0.0,202512-202605,6
O,10,14727,0.55,2.7,202512-202605,6
O,10,25146,80.14,11.22,202512-202605,6
O,10,31693,16.49,4.01,202512-202605,4
O,10,33442,0.0,2.24,202512-202605,6
O,10,34308,0.0,0.0,202512-202605,6
O,10,35802,0.0,0.0,202512-202605,6
O,10,39563,0.0,0.0,202512-202605,6
O,10,40527,0.0,0.0,202512-202605,6
O,10,47219,0.0,0.0,202512-202605,6
O,10,50079,20.64,16.3,202512-202605,6
O,10,53775,0.0,0.0,202512-202605,6
O,10,54813,234.17,52.39,202512-202605,6
O,09,21128,690.85,22.82,202512-202605,6
O,09,21261,44.01,11.85,202512-202605,6
O,09,21273,451.64,4.27,202512-202605,6
O,09,21276,97.6,10.45,202512-202605,6
O,09,21319,150.75,21.33,202512-202605,6
O,09,21339,147.05,14.12,202512-202605,6
O,09,21415,112.27,15.73,202512-202605,6
O,09,21416,551.1,17.4,202512-202605,6
O,09,21437,513.26,73.96,202512-202605,6
O,09,21613,194.52,46.43,202512-202605,6
O,09,21636,384.2,15.33,202512-202605,6
O,09,21639,106.91,39.31,202512-202605,6
O,09,21723,162.37,9.46,202512-202605,6
O,09,21727,228.66,9.73,202512-202605,6
O,10,27224,0.0,0.0,202512-202605,6
O,10,31427,4.03,0.0,202512-202605,6
O,10,33013,0.0,1.13,202512-202605,6
O,10,33114,0.0,0.0,202512-202605,6
O,10,36682,3.58,5.52,202512-202605,6
O,10,41555,0.0,0.0,202512-202605,6
O,10,41890,0.0,0.0,202512-202605,6
O,10,47403,0.0,0.0,202512-202605,6
O,10,49615,790.55,175.88,202512-202605,6
O,10,52646,51.53,28.58,202512-202605,6
O,10,53409,2.49,8.48,202512-202605,6
O,10,53799,150.95,20.15,202512-202605,6
O,10,54828,143.71,31.88,202512-202605,6
O,10,54845,252.76,33.74,202512-202605,6
O,10,59949,0.0,0.0,202512-202605,6
O,10,54847,354.48,86.97,202512-202605,6
O,10,55300,29.82,24.26,202512-202605,6
O,10,58016,134.15,58.38,202512-202605,6
O,09,22358,278.48,76.32,202512-202605,6
O,09,22411,470.96,83.13,202512-202605,6
O,09,22481,249.99,89.08,202512-202605,6
O,09,22652,276.77,70.5,202512-202605,6
O,09,22909,777.62,151.55,202512-202605,6
O,09,23101,489.49,166.35,202512-202605,6
O,09,23105,844.18,175.03,202512-202605,6
O,09,23143,466.58,127.84,202512-202605,6
O,09,23259,607.99,409.52,202512-202605,6
O,09,23298,0.0,0.0,202512-202605,6
O,09,23302,237.15,79.92,202512-202605,6
O,10,00598,0.0,0.34,202512-202605,6
O,10,23274,0.0,0.93,202512-202605,6
O,10,64748,0.0,0.0,202512-202605,2
O,10,27167,0.0,0.0,202512-202605,6
O,10,27230,97.63,33.58,202512-202605,6
O,10,27364,0.0,0.0,202512-202605,6
O,10,28273,0.0,0.0,202512-202605,6
O,10,41537,9.0,4.97,202512-202605,6
O,10,44799,6.28,4.06,202512-202605,6
O,10,47194,0.0,0.0,202512-202605,6
O,10,48745,0.0,0.0,202512-202605,6
O,10,51992,0.0,0.0,202512-202605,6
O,10,52056,495.98,89.02,202512-202605,6
O,10,57285,220.26,41.32,202512-202605,6
O,10,57518,335.73,64.21,202512-202605,6
O,10,60976,0.0,0.0,202512-202605,3
O,10,64067,0.0,0.0,202512-202605,6
O,10,14018,0.0,0.04,202512-202605,6
O,10,16257,0.0,0.3,202512-202605,6
O,10,19775,0.0,0.0,202512-202605,6
O,10,21118,0.0,0.15,202512-202605,6
O,10,24276,0.0,0.0,202512-202605,6
O,10,25417,0.0,0.0,202512-202605,6
O,10,27563,250.37,66.12,202512-202605,6
O,10,28857,1082.63,284.92,202512-202605,6
O,10,28895,0.0,0.0,202512-202605,6
O,10,28954,0.0,0.0,202512-202605,6
O,10,30189,0.0,0.0,202512-202605,6
O,10,30847,48.04,13.8,202512-202605,6
O,10,31735,11.35,0.74,202512-202605,6
O,10,33090,18.34,1.91,202512-202605,6
O,10,33539,0.0,0.0,202512-202605,6
O,10,34583,0.0,0.0,202512-202605,6
O,10,34600,0.0,0.0,202512-202605,6
O,10,36284,0.0,0.0,202512-202605,6
O,10,36332,4.01,3.87,202512-202605,6
O,10,42530,63.09,35.33,202512-202605,6
O,10,44739,741.43,135.6,202512-202605,6
O,10,51227,252.93,42.53,202512-202605,6
O,10,53801,178.71,16.42,202512-202605,6
O,10,54821,201.98,65.77,202512-202605,6
O,10,54846,199.54,65.18,202512-202605,6
O,10,14643,0.0,0.0,202512-202605,6
O,10,20651,0.0,0.0,202512-202605,6
O,10,25050,0.0,0.0,202512-202605,6
O,10,25109,78.13,14.79,202512-202605,6
O,10,25375,0.0,0.0,202512-202605,6
O,10,25551,0.0,0.0,202512-202605,6
O,10,26850,9.95,0.95,202512-202605,6
O,10,28960,0.0,0.43,202512-202605,6
O,10,29008,0.0,0.0,202512-202605,6
O,10,29515,0.0,1.73,202512-202605,6
O,10,30210,0.0,0.0,202512-202605,6
O,10,30336,0.0,0.8,202512-202605,6
O,10,30570,10.84,3.15,202512-202605,6
O,10,32326,0.0,0.0,202512-202605,6
O,10,33582,12.77,3.47,202512-202605,6
O,10,35096,0.0,0.0,202512-202605,6
O,10,36422,10.58,6.03,202512-202605,6
O,10,37768,0.0,0.0,202512-202605,6
O,10,37783,16.47,1.12,202512-202605,6
O,10,39171,0.0,0.0,202512-202605,6
O,10,42976,255.73,47.33,202512-202605,6
O,10,44496,9.31,5.25,202512-202605,6
O,10,45897,4.01,3.87,202512-202605,6
O,10,48833,0.0,0.0,202512-202605,6
O,10,53714,555.76,77.81,202512-202605,6
O,10,53941,142.41,38.54,202512-202605,6
O,10,56571,117.08,32.21,202512-202605,6
G,10,168257,0.0,0.0,202512-202605,3
G,10,172547,0.0,0.0,202512-202605,6
G,10,072819,0.0,0.0,202512-202605,6
G,10,115055,0.0,0.0,202512-202605,6
G,10,148024,0.0,0.0,202512-202605,6
G,10,148705,0.0,0.0,202512-202605,6
G,10,170408,0.0,0.0,202512-202605,6
G,10,284490,0.0,0.0,202512-202605,6
G,10,285838,99.41,15.34,202512-202605,6
G,10,288017,108.32,16.97,202512-202605,6
G,10,288763,209.36,20.49,202512-202605,6
G,10,289201,314.44,7.14,202512-202605,6
G,10,293514,345.92,25.45,202512-202605,6
G,10,297470,106.82,17.34,202512-202605,6
G,10,297856,301.49,58.74,202512-202605,6
G,09,296785,197.59,1.02,202512-202605,6
G,10,169307,0.0,0.0,202512-202605,3
G,10,059932,0.0,0.0,202512-202605,6
G,10,076230,129.97,0.0,202512-202605,6
G,10,097593,0.0,0.0,202512-202605,6
G,10,099658,2.66,0.0,202512-202605,6
G,10,172142,0.0,0.0,202512-202605,6
G,10,212329,62.01,0.0,202512-202605,6
G,10,219383,0.0,0.0,202512-202605,3
G,10,284489,95.95,6.95,202512-202605,6
G,10,288741,164.67,31.36,202512-202605,6
G,10,297599,305.13,43.16,202512-202605,6
G,10,298362,416.98,50.64,202512-202605,6
G,10,038576,24.84,0.0,202512-202605,6
G,10,058876,0.0,0.0,202512-202605,6
G,10,150371,0.0,0.0,202512-202605,6
G,10,284477,53.43,3.94,202512-202605,6
G,10,284954,95.79,20.95,202512-202605,6
G,10,295777,138.06,35.62,202512-202605,6
G,10,297614,190.81,38.84,202512-202605,6
G,10,057791,0.0,0.0,202512-202605,6
G,10,203390,0.0,0.0,202512-202605,6
G,10,165059,0.0,0.0,202512-202605,6
G,10,150160,0.0,0.0,202512-202605,6
G,10,284550,218.05,26.84,202512-202605,6
G,10,292943,130.21,27.36,202512-202605,6
G,10,293438,404.96,45.0,202512-202605,6
G,10,295791,113.73,25.16,202512-202605,6
G,10,296701,129.71,31.4,202512-202605,6
G,09,207317,0.02,0.0,202512-202605,6
G,10,198425,1.43,0.0,202512-202605,6
G,10,160607,0.0,0.0,202512-202605,6
G,10,150835,0.0,0.0,202512-202605,2
G,10,276068,0.0,0.0,202512-202605,6
G,10,284568,0.0,0.0,202512-202605,6
G,10,285053,63.71,9.92,202512-202605,6
G,10,286771,164.92,21.0,202512-202605,6
G,10,287359,187.65,27.29,202512-202605,6
G,10,292361,307.14,68.69,202512-202605,6
G,10,123767,0.0,0.0,202512-202605,6
G,10,289199,264.43,30.76,202512-202605,6
G,10,293437,239.82,29.58,202512-202605,6
G,09,145380,3.02,0.0,202512-202605,6
G,09,147118,0.0,0.0,202512-202605,6
G,10,134497,0.0,0.0,202512-202605,6
G,10,075080,0.0,0.0,202512-202605,6
G,10,149340,0.0,0.0,202512-202605,6
G,10,284559,140.69,19.09,202512-202605,6
G,10,292899,75.76,20.74,202512-202605,6
G,10,293356,233.51,38.11,202512-202605,6
G,10,296698,149.57,33.13,202512-202605,6
G,10,297841,265.66,61.92,202512-202605,6
G,10,298349,238.03,61.88,202512-202605,6
G,10,298481,146.9,45.45,202512-202605,6
G,10,038814,0.0,0.0,202512-202605,6
G,10,103776,0.0,0.0,202512-202605,6
G,10,295340,153.52,33.37,202512-202605,6
G,10,103777,0.0,0.0,202512-202605,6
G,10,160606,0.52,0.0,202512-202605,6
G,10,275373,0.0,0.0,202512-202605,6
G,10,284472,0.55,0.01,202512-202605,6
G,10,286770,166.31,23.87,202512-202605,6
G,10,286941,31.49,13.08,202512-202605,6
G,10,292845,266.63,55.98,202512-202605,6
G,10,294272,191.71,28.89,202512-202605,6
G,09,206592,5.9,0.08,202512-202605,6
G,10,042324,7.27,0.0,202512-202605,6
G,10,057828,0.0,0.0,202512-202605,6
G,10,284664,123.93,25.58,202512-202605,6
G,10,286738,220.95,20.91,202512-202605,6
G,10,295836,28.94,15.99,202512-202605,6
G,10,031180,32.12,0.0,202512-202605,6
G,10,203639,36.34,2.1,202512-202605,6
G,10,215089,38.16,18.22,202512-202605,6
G,09,194610,2.51,0.0,202512-202605,6
G,09,203401,6.49,0.0,202512-202605,6
G,10,057131,0.0,0.0,202512-202605,6
G,10,073716,0.0,0.0,202512-202605,6
G,10,150377,0.0,0.0,202512-202605,6
G,10,284473,124.06,19.52,202512-202605,6
G,10,284852,50.68,22.6,202512-202605,6
G,10,295897,257.85,58.91,202512-202605,6
G,10,186523,0.0,0.0,202512-202605,6
G,10,072794,0.0,0.0,202512-202605,6
G,10,284897,204.07,18.88,202512-202605,6
G,10,285178,247.11,32.92,202512-202605,6
G,10,289198,272.19,28.72,202512-202605,6
G,10,293377,318.32,27.3,202512-202605,6
G,10,294199,201.97,22.23,202512-202605,6
G,10,298491,171.7,50.55,202512-202605,6
G,10,081683,0.0,0.0,202512-202605,6
G,10,214270,3.99,2.45,202512-202605,6
G,10,160226,0.0,2.35,202512-202605,6
G,10,281778,0.0,0.0,202512-202605,6
G,10,295177,250.57,44.09,202512-202605,6
G,10,107968,0.0,0.0,202512-202605,6
G,10,062758,12.18,0.0,202512-202605,6
G,10,200608,0.31,2.1,202512-202605,6
G,10,295430,123.31,32.14,202512-202605,6
G,10,295535,242.55,38.36,202512-202605,6
G,10,284476,71.81,9.1,202512-202605,6
G,10,284478,201.08,10.97,202512-202605,6
G,10,284549,199.07,22.49,202512-202605,6
G,10,284834,255.37,17.79,202512-202605,6
G,10,286628,26.01,12.96,202512-202605,6
G,10,286786,163.62,22.81,202512-202605,6
G,10,287926,278.88,27.22,202512-202605,6
G,10,052331,0.0,0.0,202512-202605,6
G,10,033090,21.96,0.0,202512-202605,6
G,10,207495,0.0,0.0,202512-202605,6
G,10,191552,0.0,0.0,202512-202605,6
G,10,019672,4.58,0.0,202512-202605,6
G,10,279588,0.3,0.0,202512-202605,6
G,10,282632,10.32,1.75,202512-202605,6
G,10,031447,0.0,0.0,202512-202605,6
G,10,172273,5.0,1.82,202512-202605,6
G,10,202719,0.25,0.0,202512-202605,6
O,10,46737,14.06,0.86,202512-202605,6
O,10,54128,20.16,15.49,202512-202605,6
O,10,54130,3.21,11.25,202512-202605,6
O,10,54675,9.93,5.73,202512-202605,6
O,10,55983,140.97,37.2,202512-202605,6
O,10,56110,217.27,44.45,202512-202605,6
O,10,56116,238.81,41.49,202512-202605,6
O,10,56124,146.62,70.13,202512-202605,6
O,10,57316,212.57,47.8,202512-202605,6
O,10,57564,0.0,0.0,202512-202605,6
O,10,58512,0.0,0.0,202512-202605,6
O,10,59473,159.34,111.07,202512-202605,6
O,10,60395,281.69,51.86,202512-202605,6
O,10,60401,80.79,38.75,202512-202605,6
O,10,63776,35.7,10.07,202512-202605,6
O,09,17145,31.88,9.93,202512-202605,6
O,09,21454,556.66,65.57,202512-202605,6
O,10,37102,13.55,0.24,202512-202605,6
O,10,39580,0.0,0.0,202512-202605,6
O,10,41704,112.6,44.15,202512-202605,6
O,10,48498,130.51,72.54,202512-202605,6
O,10,50428,151.8,10.05,202512-202605,6
O,10,57171,232.34,32.86,202512-202605,6
O,10,57264,145.58,81.22,202512-202605,6
O,10,57308,204.26,39.15,202512-202605,6
O,10,61866,179.99,64.42,202512-202605,6
O,10,29348,0.0,0.0,202512-202605,6
O,10,37469,0.0,0.0,202512-202605,6
O,10,40718,0.0,0.0,202512-202605,6
O,10,47473,0.0,0.0,202512-202605,6
O,10,54669,20.84,3.72,202512-202605,6
O,10,55384,118.36,47.98,202512-202605,6
O,10,56128,107.03,40.18,202512-202605,6
O,10,57311,119.13,30.3,202512-202605,6
O,10,57313,179.04,41.25,202512-202605,6
O,10,59440,0.0,0.0,202512-202605,6
O,10,59465,195.25,65.37,202512-202605,6
O,10,63771,31.83,28.58,202512-202605,6
O,10,00074,0.0,0.0,202512-202605,6
O,10,04127,0.0,0.0,202512-202605,6
O,10,11334,0.0,1.87,202512-202605,6
O,10,23806,0.0,0.36,202512-202605,6
O,10,23884,0.0,0.0,202512-202605,6
O,10,26415,0.0,0.0,202512-202605,6
O,09,17150,30.6,8.91,202512-202605,6
O,10,36906,0.0,0.0,202512-202605,6
O,10,38829,0.0,0.0,202512-202605,6
O,10,31870,0.0,0.0,202512-202605,6
O,10,33109,0.0,1.13,202512-202605,6
O,10,33967,0.0,0.0,202512-202605,6
O,10,40667,0.0,0.0,202512-202605,6
O,10,45712,0.0,1.87,202512-202605,6
O,10,58341,0.0,27.18,202512-202605,6
O,09,03981,2.42,2.74,202512-202605,6
O,09,04157,0.0,0.01,202512-202605,6
O,09,10665,0.0,0.0,202512-202605,6
O,10,39583,2616.9,1108.29,202512-202605,6
O,10,39665,37.13,9.34,202512-202605,6
O,10,44695,24.1,3.22,202512-202605,6
O,10,48103,558.9,142.34,202512-202605,6
O,10,50459,112.29,27.68,202512-202605,6
O,10,52096,274.69,19.3,202512-202605,6
O,10,52134,224.44,5.95,202512-202605,6
O,10,52158,370.51,5.03,202512-202605,6
O,10,52218,470.45,5.64,202512-202605,6
O,10,52250,321.56,14.01,202512-202605,6
O,10,53450,288.58,9.65,202512-202605,6
O,10,53526,25.68,9.31,202512-202605,6
O,10,53879,254.02,32.59,202512-202605,6
O,10,54257,168.88,45.14,202512-202605,6
O,09,10818,0.0,0.06,202512-202605,6
O,09,11011,0.0,0.0,202512-202605,6
O,09,22212,112.23,26.95,202512-202605,6
O,09,22302,1128.62,56.78,202512-202605,6
O,09,22399,1408.25,94.42,202512-202605,6
O,09,22444,481.32,50.16,202512-202605,6
O,09,22448,535.54,89.93,202512-202605,6
O,09,22625,964.86,130.51,202512-202605,6
O,09,22626,671.3,47.24,202512-202605,6
O,09,22655,647.09,62.88,202512-202605,6
O,09,22692,1051.8,55.97,202512-202605,6
